If Ever,Foo Fighters,253.67465,The Pretender,241.795,150.83,grunge,2007
IV,From Autumn To Ashes,147.64363,Too Bad You're Beautiful,134.565,97.169,post-hardcore,2002
Tumble Down,Burning Spear,217.93914,Jah Kingdom,204.376,101.799,roots reggae,1991
Them No Care,Super Cat,215.66649,Don Dada,206.617,157.5,dancehall,1992
Much Against Everyone'S Advice (Dave Bascombe Radio Mix),Soulwax,171.4673,Much Against Everyone's Advice,167.213,137.328,dance rock,2000
A Lo Clasico,Daddy Yankee,235.15383,El Cartel: The Big Boss,230.946,91.026,reggaeton,2007
Walking In Dub,Burning Spear,146.88608,Soul Kitchen (The Original Motion Picture Soundtrack),138.826,135.033,roots reggae,2009
Mailbox Arson,Alexisonfire,212.11383,Crisis,208.44,89.89,post-hardcore,2005
The Scarifice Ceremony,Max Steiner,145.84118,King Kong,141.462,202.496,soundtrack,1993
Ill Always Love You,The Tokens,149.34159,The Lion Sleeps Tonight,140.132,101.809,doo-wop,1994
Traffic,Truckfighters,270.44526,Phi,263.378,148.363,stoner rock,2007
Can't Stop Cocoa Tea,Cocoa Tea,162.35057,Weh Dem A Go Do...Can't Stop Cocoa Tea,147.946,146.474,dancehall,1991
Twist and Shout,The Shangri-Las,164.80608,Best of The Shangri-Las,156.177,130.1,doo-wop,1964
Sirius Calling,Art Ensemble Of Chicago,207.09832,Sirius Calling,198.658,96.411,free jazz,2004
Think,The Rolling Stones,189.67465,Aftermath (UK Version),180.971,132.903,blues,1966
Everybody Loves Me But You,Brenda Lee,151.03955,Classic Brenda Lee - The Universal Masters Collection,143.47,107.073,ballad,1995
Dragonfly,Diesel Boy,140.06812,Venus Envy,126.212,205.553,pop rock,1998
Any Wich Way (Freedom Must Come),Manjul,226.21995,Faso Kanou,218.448,155.012,dub,2005
Badd Indian,Apache Indian,273.18812,The Best Of,263.57,95.986,dancehall,1993
The Dark Road,White Willow,257.27955,Signal To Noise,246.584,112.767,folk rock,2006
Que Vuelvas,Shakira,231.75791,Donde Estan Los Ladrones,231.758,123.861,dance pop,1998
Merry-Go-Round,Moetley Crue,201.40363,Too Fast For Love,192.824,121.691,heavy metal,1981
How Bad Do You Want It,Mark Wills,210.33751,And The Crowd Goes Wild,194.096,96.071,bluegrass,2003
He Put The Hurt On Me,Tina Britt,177.94567,Blue All The Way,168.176,118.835,chicago blues,2006
WKYA (drop),Redman,124.18567,Malpractice,121.005,85.008,hip hop,2001
Cajun Baby (LP Version),Commander Cody And His Lost Planet Airmen,161.88036,Tales From The Ozone,156.462,166.531,country rock,1975
The Key,Melissa Auf der Maur,232.6722,Out Of Our Minds,227.724,121.983,post-grunge,2010
Hard Times,Eastmountainsouth,225.61914,Eastmountainsouth,215.348,125.986,alternative country,2003
"Wrote For Luck (12"" - Remastered version)",Happy Mondays,342.59546,Bummed,331.465,101.831,alternative dance,1988
I Can't Be Satisfied,John Hammond,195.3171,Bluesman,187.617,123.142,blues,2002
Master Of Disharmony,Dimmu Borgir,282.53995,Death ... Is just the beginning Vol.4,275.522,140.458,black metal,1996
Pants_ Meet Shit,Daughters,52.11383,Canada Songs,49.911,80.992,math-core,2003
Parallel Universe (Album Version),Red Hot Chili Peppers,269.34812,Californication,262.931,124.915,rap rock,1999
Garbage Dump,GG Allin,143.59465,You Give Love a Bad Name,133.834,140.97,shock rock,1999
I Love It [Clubstar Remix],Sneaky Sound System,342.02077,I Love It,329.706,145.032,alternative dance,2006
The Burp Heard 'Round The World,James Newton Howard,110.52363,Nanny McPhee & The Big Bang,110.524,84.969,instrumental pop,2010
Tema De Adrian,2 Minutos,178.72934,Volvio La Alegria_ Vieja !!!,172.071,102.055,skate punk,2003
Buddy and Santa's Flight,John Debney,74.762,Elf,66.113,83.95,pop rock,2003
Moon Going Down,Charley Patton,196.62322,Essential Delta Blues,190.572,107.877,delta blues,1930
Chase,Leona Naess,199.07873,Comatised,190.299,93.259,chanson,2000
Everyday,Phil Collins,343.43138,Both Sides,321.788,94.705,soft rock,1993
Lady Marmalade,Mongo Santamaria,194.76853,Afro-Indio,182.503,118.295,latin jazz,1975
Mystic River,Blue Rodeo,251.402,Small Miracles,240.477,121.795,country rock,2007
Better Be Good,The Real Kids,252.26404,The Real Kids,249.435,162.771,power pop,1976
La Pierrade,Benabar,243.59138,Best of (Deluxe Version),236.304,143.143,chanson,2007
Rain Love,Al Denson,249.67791,Signature Songs,236.78,80.137,ccm,1999
Too Much Stuff,Dave Brockie Experience,100.10077,Diarrhea Of A Madman,96.7,187.232,shock rock,2001
Monkey Junction,Weedeater,269.00853,And Justice for Y'all,265.932,142.639,stoner metal,2001
Final Straw (Album Version),R.E.M.,246.17751,Around The Sun,237.633,107.55,jangle pop,2004
Ceu do Brasil,Nouvelle,229.51138,Free Bossa,229.511,220.026,bossa nova,2000
Intro,Erick Sermon,34.08934,No Pressure,34.089,185.553,hip hop,1993
La Mama De Jimmy,LeA3n Gieco,218.5922,Un Leon Demente,212.457,124.004,folk rock,1999
Matter Of Fact,Love Jones,384.13016,Here's To The Losers,377.574,102.473,bossa nova,1993
Ship in a Painting,Gabriel Yared,100.0224,1408,100.022,137.149,latin jazz,2007
Pinini Reggae,SUMO,215.11791,SA o SA - Diario del Rock Argentino - Sumo,211.569,101.742,gabba,1989
Turnpike,Halfway to Gone,255.42485,Halfway to Gone,241.969,122.624,southern rock,2004
Sencillamente,Bersuit Vergarabat,307.35628,Testosterona,295.753,135.982,cumbia,2005
Al Doilea Om,Negura Bunget,123.66322,OM,118.451,127.719,black metal,2006
Speed Of Sound (Live),Coldplay,285.04771,Speed Of Sound,275.156,122.94,piano rock,2005
Vietnamese Baby,The New York Dolls,234.84036,Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,224.258,84.058,glam rock,1973
Disco Jonki,Dusminguet,168.69832,Vafalungo,166.052,152.168,rumba,1998
Nothing But Sky [Outro] (Album Version),Jaci Velasquez,62.27546,Love Out Loud,62.275,104.064,ccm,2008
Think About Me,Sister Hazel,188.62975,...Somewhere More Familiar,185.243,138.581,post-grunge,1997
Undertow,Agnostic Front,179.09506,Live At CBGB's,179.095,110.791,hardcore punk,1992
Just Let Me Be In Love,Tracy Byrd,227.57832,Ten Rounds,216.474,96.068,honky tonk,2007
CHOKECHAIN (Amended Album Version),3OH!3,211.66975,WANT,211.67,145.88,electro,2008
Everybody's Gonna Be Happy,Queens Of The Stone Age,155.61098,Songs For The Deaf,146.831,88.889,stoner metal,2002
Rock The Night,Hellsongs,272.14322,Hymns In The Key Of 666,257.55,124.981,twee pop,2008
For You,Mr. Lif,327.6273,Mo' Mega,309.052,107.32,hip hop,2006
Nature Boy,Quadro Nuevo,133.98159,Luna Rossa,126.816,123.006,tango,2002
Yesterdays,Vince Guaraldi Trio,242.9122,Jazz Impressions,230.76,92.4,latin jazz,1964
Facedown,Matt Redman,336.92689,Here I Am To Worship Vol 2,333.769,155.889,ccm,2003
The Death Of Romance,Zeromancer,207.17669,The Death Of Romance,197.573,117.027,industrial rock,2010
Only For The Young,George Lopez,345.23383,Tall_ Dark & Chicano,341.455,75.467,california,2009
Halloween,Dead Kennedys,216.842,Milking The Sacred Cow,213.02,92.897,rock,1982
Saturday,T.O.K.,225.72363,My Crew_ My Dawgs,221.542,97.997,dancehall,2001
Monde De Fou,Suburbs,187.24526,Un Titre de Toune,178.625,183.92,british pop,2005
Sleepwalker,Nightwish,175.80363,Wishmaster,167.66,78.006,sympho black metal,2000
Flesh And Blood,Mary Black,245.73342,Best of 1991-2001 Hidden Harvest,230.534,120.172,country rock,1993
At Night,Shakedown,437.9424,At Night (The Unreleased Mixes),433.656,123.994,deep house,2001
Stop Complaining/Remix/Jam,Lyrics Born,445.49179,Overnite Encore: Lyrics Born Live!,445.492,110.925,hip hop,2006
True Fuschnick,FU-Schnickens,237.92281,Greatest Hits,230.475,101.871,comedy rap,1992
Destroy 2000 Years Of Culture,Atari Teenage Riot,231.47057,Live In Philadelphia,231.471,114.037,breakcore,1997
Cycle Time,Liars,136.17587,Liars,131.93,130.48,experimental rock,2007
I'm Wanderin',Jackie Wilson,160.78322,The Jackie Wilson Genesis,156.63,108.248,chicago soul,1958
Miina ja Mikko markkinoilla,Esa Pakarinen,119.27465,Esa Pakarinen,115.264,178.936,oldies,1990
Night Terrors (Album Version),Static-X,189.09995,Start A War,186.52,120.539,industrial metal,2005
Guys Do It All The Time,Mindy McCready,192.62649,Super Hits,179.322,165.763,female vocalist,1996
Denk,Samy Deluxe,237.19138,Verdammtnochma!,233.529,164.041,hip hop,2004
Prayer For The Dying (Live In Paris),Seal,304.14322,Live In Paris,304.143,133.193,dance pop,2005
On The Brink,Dinosaur Jr,194.40281,Without A Sound,175.299,145.228,indie rock,1994
A Man Can Only Stand Just So Much Pain (Bonus Track),Tony Joe White,152.842,Tony Joe,146.239,122.236,country rock,1970
Oh It's You,Super Cat,229.66812,Don Dada,219.852,167.377,dancehall,1992
It's Not Me,3 Doors Down,230.42567,Here Without You,224.177,86.82,post-grunge,2003
This Is NOT a Crass Song,Anti-Flag,359.6273,A New Kind of Army,346.448,141.334,oi,1999
Blackwood Moth,Milieu,371.87873,Remodelled,342.57,87.003,downtempo,2007
Dodo's Bounce,James Carter,366.0273,Present Tense,353.855,140.666,soul jazz,2008
Hunter,30 Seconds To Mars,234.73587,A Beautiful Lie,215.708,106.525,rock,2005
Atrapados En La Red,Tam Tam Go!,405.41995,Cruzando El Ru,398.292,130.402,pop rock,1999
God Unchanging,Jaime Jamgochian,231.60118,Above The Noise,221.321,151.939,modern rock,2008
Camino,Gipsy Kings,303.09832,Gipsy Kings / Mosaique / Este mundo,298.411,91.846,flamenco,1989
Crawlspace,Beastie Boys,173.60934,To The 5 Boroughs,161.64,108.013,hip hop,2004
Jean Dominique Intro,Wyclef Jean,68.49261,WELCOME TO HAITII CREOLE 101,66.374,142.666,hip hop,2004
Little Louie Bonus,The Bucketheads,383.16363,All In The Mind,379.246,121.896,vocal house,1995
Jam-Master Jammin',RUN-DMC,259.97016,King Of Rock,254.142,99.948,hip hop,1985
Talk To Your Daughter (Album Version),Robben Ford,250.53995,Talk To Your Daughter,241.952,137.23,blues-rock,1988
Carolan's Concerto,The Chieftains,185.86077,Music Of The Celtic Harp,175.961,175.711,irish folk,1971
One More Chance,Bloc Party,166.26893,Sellout Sessions 03,166.269,127.154,indie rock,2009
Future Traffic Song,Ashtrax,278.36036,Xtreme Control EP,272.446,123.013,progressive house,2002
Imaginary Love,Mae West,174.49751,I'm No Angel,164.699,81.882,modern rock,2006
Wake The Sleeper,Uriah Heep,212.84526,Wake The Sleeper,209.032,127.962,heavy metal,2008
Waheera,Arturo Sandoval,315.48036,Arturo Sandoval & The Latin Train,303.705,200.42,latin jazz,1995
Puritania,Dimmu Borgir,186.56608,Alive in Torment,184.123,83.108,black metal,2001
The Darker Side,Lizzy Borden,379.11465,Appointment With Death,367.74,115.115,heavy metal,2007
Bang! Bang!,The Knux,200.25424,Bang! Bang!,198.153,140.119,alternative rap,2008
The Strongest Wind That Blows,Shriekback,286.06649,Cormorant,277.583,84.983,alternative dance,2005
From The Pain,Adam Richman,344.94649,Adam Richman Live at Maxwell's 02/28/2006,344.946,127.677,power pop,2005
Complain,Ayo,212.71465,Joyful,205.311,128.689,neo soul,2006
Gossippo Perpetuo,Perrey And Kingsley,127.9473,The Out Sound From Way In!,123.222,135.78,easy listening,2001
Peaceful World,John Mellencamp,218.67057,God Bless America,213.316,157.419,heartland rock,2001
Bruttosozialprodukt,Geier Sturzflug,186.51383,Deutsche Hits CD1,180.814,165.979,pop rock,1982
Ain't That Something,High Strung_ The,165.3024,These Are Good Times,156.793,120.944,post-grunge,2003
Pretty Girl (Amended Version),No Address,286.4322,Time Doesn't Notice,264.423,87.106,post-grunge,2005
I Got Over It (Album Version),Robben Ford,203.98975,Talk To Your Daughter,182.921,154.322,blues-rock,1988
Passin' Me By,The Pharcyde,303.46404,Bizarre Ride II,299.892,69.573,rap,1993
Angel,Aerosmith,335.33342,A Little South Of Sanity,335.333,76.096,blues-rock,1987
Do Somethin' Crazy,Mighty Mighty Bosstones,147.46077,Devil's Night Out,144.863,186.6,ska punk,1989
Verano traidor,Vilma Palma e Vampiros,411.97669,Vilma Palma e Vampiros_ grandes exitos,401.519,102.129,cumbia,1993
I'm Not Moving,Phil Collins,154.93179,Face Value,136.615,100.042,soft rock,1981
We Got What You Want,Busta Rhymes,231.49669,Genesis,227.451,176.83,hip hop,2001
Pretend,Shelby Lynne,167.07873,Just A Little Lovin',159.144,100.848,country rock,2008
Clown,Mariah Carey,196.93669,Charmbracelet,192.737,120.083,dance pop,2002
Don't Look Back,Grandpa Jones,139.78077,The Unforgettable Grandpa Jones,133.689,129.391,bluegrass,1995
My Prerogative,Britney Spears,213.18485,My Prerogative,208.417,110.993,dance pop,2004
Intro,Bizzy Bone Presents,50.9122,Double R,46.527,81.901,gangster rap,2004
Fire,Steve Vai,363.36281,Live In London,363.363,163.692,instrumental rock,2001
You Turn Me,Vickie Winans,347.42812,Gospel Legacy - Vickie Winans,335.435,179.934,ccm,2008
Shooting Stars,Cauterize,240.43057,So Far From Real,229.976,97.148,pop punk,2003
Anyway_ Anyhow_ Anywhere,The Who,169.66485,The Kids Are Alright,169.665,140.66,british invasion,1979
I Remember,Patrick Lamb,290.37669,Soul of a Free Man,275.215,93.041,bossa nova,2007
Adrift,Jack Johnson,236.19873,Sleep Through The Static,215.342,241.818,rock,2008
Oprah (Album Version),Kathleen Madigan,92.00281,In Other Words,86.895,87.392,comedy,2006
Start!,The Jam,135.83628,Snap,135.836,139.826,british pop,1980
If You Should Walk Away,Chris Clark,192.65261,The Motown Anthology,188.726,160.011,motown,1967
Sally Can't Dance,Lou Reed,211.66975,Live - In Concert,199.593,154.038,glam rock,1974
Gotta Cut Out,Jimmy McCracklin,147.64363,The Modern Recordings 1948-50,142.501,101.241,piano blues,2002
Lookin' For Me Somewhere,BoDeans,186.20036,Love & Hope & Sex & Dreams [Deluxe Edition],171.764,156.285,roots rock,1986
Tirador (Carlos Jean Remix),Hevia,258.89914,Tierra De Hevia,252.54,124.998,folk rock,2005
When Horsepower Meant What It Said,Sandi Thom,183.35302,The Best Of,175.595,210.253,british pop,2006
Dry Bone Shuffle,Blind Blake,199.1571,All the Published Sides,192.61,140.178,country blues,2006
Nothing To Lose,Boondox,260.10077,South Of Hell,260.101,200.004,rap rock,2010
Samaritanas Del Amor,Jose Luis Perales,199.94077,ColecciA3n Diamante,191.077,92.686,latin pop,1984
Chanson sous la pluie,Michele Bernard,192.67873,Mes premiers vinyls,184.645,114.495,chanson,2002
The Way I Am,Eminem,289.30567,The Marshall Mathers LP,277.211,174.69,hip hop,2000
Mientras me quieras,Tranzas,213.7073,Por Siempre,196.423,112.051,salsa,2000
Rakkauden veteraani,Kari Tapio,224.7571,Viimeiseen pisaraan,210.321,103.244,german pop,2009
Going Back To Memphis,Memphis Jug Band,146.15465,Jug Band Waltz,138.553,143.031,country blues,2001
Wailing Sounds,Jimmy Page,157.02159,Get the Led Out - Led Zeppelin Salute,153.037,184.456,british blues,2004
Sophisticated Lady,Toots Thielemans,302.62812,Only Trust Your Heart,290.783,68.326,latin jazz,1955
Nasty Little Lonely,Alternative TV,305.71057,Live 1978,272.596,105.288,experimental rock,1978
I Want You,Sophie B. Hawkins,316.76036,The Best Of Sophie B. Hawkins,297.302,98.406,ballad,1992
We Bite,The Misfits,73.09016,Collection 2,71.03,93.703,horror punk,1982
There It Go (The Whistle Song),Juelz Santana,180.55791,What The Game's Been Missing!,178.503,100.05,rap,2005
Tus Viejas Cartas,Nicho Hinojosa,188.36853,Nicho... En El Bar 2,180.547,98.705,male vocalist,2001
Take The Time,Michael Stanley Band,335.09832,MSB,322.868,182.721,heartland rock,1982
Tha Stand,Bad Azz,211.30404,Word On Tha Streets,201.015,86.979,gangster rap,1998
The Earth Isn't Humming,Thrice,349.80526,Live At The House Of Blues,345.281,143.59,post-hardcore,2008
Interlude (Album Version),My Chemical Romance,57.18159,Three Cheers For Sweet Revenge,54.608,132.474,emo,2004
If Today Was Your Last Day (Album Version),Nickelback,248.05832,Dark Horse,233.941,89.958,alternative metal,2008
This Very Moment,Set Your Goals,153.23383,Mutiny: Deluxe Edition,136.353,131.639,pop punk,2006
Les chasseurs d'esclaves,Gabriel Yared,118.83057,Azur et Asmar,118.831,111.034,latin jazz,2006
The Fourth Wish,Bruno Sanfilippo,398.602,The New Kingdom,384.993,179.547,chill-out,2006
Tokyo Freeze,iTAL tEK,293.09342,Blood Line,282.384,102.347,dubstep,2007
Tomara (I Wish),Flora Purim,242.83383,Encounter,232.594,75.297,latin jazz,1994
More Than Words,Tom Barabas,276.79302,Tom Barabas Live,253.933,138.83,meditation,1992
God Of Love (Album Version),Bad Brains,163.18649,God Of Love,147.911,105.453,hardcore punk,1995
22 (Acoustic),Lily Allen,187.24526,It's Not Me_ It's You (Special Edition),179.989,132.61,ska,2009
Goin' To The River,Alice Cooper,210.54649,Live! (Digitally Remastered),200.806,140.456,shock rock,1982
Fall Away Into Darkness,The Balustrade Ensemble,285.3873,Caules,264.452,116.423,trip hop,2007
Left To Starve,Eyehategod,247.01342,10 Years Of Abuse And Still Broke,243.827,97.916,doom metal,1992
Naming Ceremony,Finest Dearest,299.75465,Finest Dearest,265.596,121.03,indie rock,2008
Mountain Theme,Bruce Rowland,113.99791,The Man from Snowy River,101.82,120.664,easy listening,1982
So Not Over You (Motivo-Pop Lectro Mix),Simply Red,302.49751,So Not Over You,292.728,190.01,pop rock,2007
Dream Of Ice,Dave Eggar,224.73098,Serenity,197.939,117.298,new age,1998
Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),Handsome Boy Modeling School,384.70485,White People,374.538,118.241,alternative dance,2004
Dad Apologizes,John Debney,193.51465,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),190.392,110.464,pop rock,2005
Matilda Mother (Stereo) (2007 Remaster),Pink Floyd,187.42812,The Piper At The Gates Of Dawn,170.475,54.398,art rock,1967
Into The Mouth Of Hell We March [Explicit],Trivium,352.02567,Shogun,337.473,141.813,alternative metal,2008
Atmosphere Station,James Horner,191.81669,Aliens - The Deluxe Edition,179.868,90.084,rock,1986
The Doug McComb Over,A Tundra,271.3073,Joan of Arc Presents: Don't Mind Control,266.257,177.958,beat,2010
De Onda,Bersuit Vergarabat,181.18485,Libertinaje,178.033,121.764,cumbia,1998
2 Late 4 Goodbyes,Jeff Scott Soto,302.00118,Prism,280.654,124.845,symphonic rock,2002
The Coldest Days Of My Life,The Chi-Lites,274.83383,The Chi-Lites Live In Concert,268.336,139.925,disco,1972
Guardian Angel,Since The Flood,194.92526,No Compromise,187.199,174.281,hardcore metal,2007
The Spinward Marches,The Lord Weird Slough Feg,82.52036,Traveller,82.52,125.418,folk metal,2003
Lover In Demand,Delbert McClinton,105.35138,Voices Of Americana: Delbert McClinton,95.289,112.053,blues-rock,2000
Got To Give It Up,James Taylor Quartet,198.3473,Don't Mess With Mr T,194.206,84.186,jazz funk,2007
Almost Us,Jim Chappell,217.49506,In Search Of The Magic,190.793,86.39,chamber jazz,1997
Gone,Frankie J,273.00526,The One,267.453,117.844,pop,2005
El Perro,Juana Molina,401.65832,Segundo,381.185,124.754,folktronica,2003
Govinda,Atman,394.86649,Eternal Dance II,390.026,125.374,downtempo,1997
Free Love,Long Beach Dub Allstars,205.11302,Wonders Of The World,201.485,150.573,dub,2001
"Got To Keep On (12"" Version)",Cookie Crew,282.33098,Smash Hits 1989,274.866,85.962,hip house,1989
Cuatro Estrofas,Sandra Mihanovich,263.18322,Creciendo,256.401,122.072,los angeles,1994
Call Of Da Wild,OutKast,366.39302,Southernplayalisticadillacmuzik,362.162,177.662,dirty south rap,1994
Juno,Zuma,735.60771,Juno,725.589,161.919,electro,2001
Martha Served,I Hate Sally,163.63057,Don't Worry Lady,158.511,77.15,post-hardcore,2007
Zavelow House (Album Version),Owsley,221.77914,Owsley,218.593,133.125,power pop,1999
Don't Sit Under The Apple Tree,Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,172.06812,Singin' With The Big Bands,168.67,90.074,soft rock,1994
2.000 Kilometros,David Summers,247.77098,David Summers,238.086,111.063,pop,1998
Not Buried Deep Enough,The Gone Jackals,229.79873,Bone To Pick,226.441,135.175,blues-rock,1995
Hip Replacement,Paris_ Texas,225.67138,Polyvinyl 2002 - 2003 Sampler,218.662,100.532,big beat,2002
Guilty Partner,New Order,288.02567,Technique [Collector's Edition],276.376,146.29,alternative dance,1989
Joe Avery's Piece,Harry Connick_ Jr,192.07791,Eleven,189.678,181.469,jazz,1979
Ojos Gitanos,CA3mplices,307.56526,Grandes Exitos: Complicidad,300.716,100.051,pop rock,1991
Praying For Time,George Michael,281.33832,Ladies And Gentlemen... The Best Of George Michael,271.65,127.844,rock,1990
Key To The Highway,Freddie King,332.45995,The Four Kings Of Blues Guitar,328.255,159.869,texas blues,1971
Salvation,Chroma Key,160.31302,Graveyard Mountain Home,155.905,120.091,trip hop,2004
California Dreamin' (LP Version),Baby Huey & The Baby Sitters,288.36526,The Baby Huey Story: The Living Legend,280.729,132.973,funk,1971
Going Back To New Orleans,Poncho Sanchez,282.20036,Latin Spirits,278.982,198.855,latin jazz,2001
Live At Brixton Academy 1999,Atari Teenage Riot,1598.1971,Live at Brixton Academy 1999,1588.216,74.384,breakcore,2000
Last Good Time In Town,Eagles,427.36281,Long Road Out Of Eden,423.985,115.277,country rock,2007
Ex Nihilo,Becoming The Archetype,308.74077,Terminate Damnation,308.741,198.464,christian metal,2005
Bancate Ese Defecto,Charly Garcia,300.14649,El Album,281.182,89.095,pop rock,1983
Mein Herz kann man nicht kaufen,Gall_ France,162.79465,En Allemand - Das Beste Auf Deutsch,152.253,131.612,chanson,2006
I'd Like To Be,Jim Reeves,121.73016,Legends,116.878,151.73,country gospel,1994
Amores Cobardes,Andy & Lucas,234.63138,Con Los Pies En La Tierra,222.952,147.886,flamenco,2008
Distancia,Alberto Cortez,252.78649,ColecciA3n Diamante: Alberto Cortez,245.923,91.008,chanson,1989
La Mona Jacinta,Maria Elena Walsh,150.09914,Todos Cantamos Con Maria Elena,138.896,131.552,lullaby,2000
Ja (Hanno's Poppersmonstermix),2raumwohnung,357.85098,36 Grad Remixe,342.703,125.995,tech house,2007
Raggy Road,Capleton,86.88281,Live At Negril,86.883,161.737,dancehall,1997
The Flame,Chimaira,323.18649,Resurrection,323.186,150.11,groove metal,2007
X-Static,Foo Fighters,253.49179,Foo Fighters,243.188,101.544,grunge,1995
Sunday,Bebo Norman,219.45424,The Way We Love,207.499,90.191,ccm,2006
Lotion (LP Version),Deftones,237.73995,Around The Fur,237.74,102.724,rap metal,1997
Doubt,The Cure,67.76118,Faith,63.832,89.32,new wave,1981
Every Breath I Take,Gene Pitney,166.3473,Something's Gotten Hold of My Heart: the Collection,154.564,93.301,brill building pop,1986
Orgasme Tellurique,Stille Volk,276.37506,Maudat,269.009,149.971,neofolk,2003
Patterns,Simon & Garfunkel,182.56934,Parsley_ Sage_ Rosemary And Thyme,179.316,107.593,folk-pop,1966
Epiphany,Bad Religion,239.882,Process Of Belief,216.52,112.918,hardcore punk,2002
Half The Fun,Snow Patrol,174.602,Final Straw,172.141,142.01,indie rock,2004
Stay Real,Erick Sermon,235.51955,No Pressure,218.877,97.544,hip hop,1993
Time / Confusion,Arthur Brown,297.03791,The Crazy World Of Arthur Brown,291.73,71.077,blues-rock,1968
See The Lights (2002 Digital Remaster),Simple Minds,261.8771,Real Life,261.877,125.344,new wave,1991
Too much informa,Sizzla,203.96363,Bien Sobre Mal Vol. 3: Black Rain Riddim,195.785,190.01,dancehall,2005
I Can't Quit You Baby (Live) [Never Released],The Fabulous Thunderbirds,342.20363,Tacos Deluxe,338.437,92.742,blues-rock,2003
Fuckaz,The Bug Featuring Spaceape,327.99302,London Zoo,311.124,96.02,illbient,2008
Eat Or Get Ate,Tum Tum,231.33995,Eat Or Get Ate,225.541,144.412,dirty south rap,2007
